type,text
ham,"০২ ফেব্রুয়ারি, ২০২২ জাতীয় নিরাপদ খাদ্য দিবস। এবারের প্রতিপাদ্য “সুস্বাস্থ্যের মূলনীতি, নিরাপদ খাদ্য ও স্বাস্থ্যবিধি”। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
ham,"“টেকসই উন্নয়ন সমৃদ্ধ দেশ, নিরাপদ খাদ্যের বাংলাদেশ। মুজিব বর্ষে এই হোক আমাদের অঙ্গীকার”- বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
ham,“জ্বালানির অপচয় রোধ করি
ham,"মাধ্যমিক ও উচ্চশিক্ষা বিভাগ এবং কারিগরি ও মাদ্রাসা শিক্ষা বিভাগের বিশেষ আর্থিক অনুদানের আবেদন শুরু হয়েছে। শিক্ষার্থী, শিক্ষক-কর্মচারী ও শিক্ষা প্রতিষ্ঠান হতে আবেদনের জন্য ভিজিট করুন mygov.bd"
ham,"বোয়েসেল সরকারিভাবে জর্ডানে বিনাখরচে নারী গার্মেন্টস কর্মী নিয়োগ দিচ্ছে। সে লক্ষ্যে প্রতি শুক্রবার বিকেটিটিসি, বিজিটিটিসি ও শেখ ফজিলাতুন্নেছা মুজিব কারিগরি প্রশিক্ষণ কেন্দ্র, মিরপুরে কর্মী বাছাই করা হবে।"
ham,শুরু হয়েছে সুবর্ণজয়ন্তী অনলাইন কুইজ প্রতিযোগিতার রেজিস্ট্রেশন। কুইজে অংশ নিয়ে জিতে নিন উন্নতমানের ল্যাপটপসহ ১৫০ টি পুরস্কার! ভিজিট করুনঃ bangladesh50.gov.bd; তথ্য ও যোগাযোগ প্রযুক্তি বিভাগ
ham,“সর্বজনীন পেনশন স্কিমে অংশগ্রহন করি;
ham,"বাংলাদেশ এনার্জি রেগুলেটরী কমিশন কর্তৃক ফেব্রুয়ারি ২০২২ এর জন্য সমন্বয়কৃত এলপিজি’র সর্ব্বোচ মূল্যহারঃ ১২ কেজি সিলিন্ডার ১,২৪০ টাকা, ৩৫ কেজি সিলিন্ডার ৩,৬১৭ টাকা, ৪৫ কেজি সিলিন্ডার ৪,৬৫০ টাকা।"
ham,বৈধভাবে বিদেশে গেলে নিজের এবং পরিবারের ভবিষ্যৎ সুরক্ষিত হবে। মানব পাচারকারীদের চিহ্নিত করতে সহায়তা করুন। মানব পাচারকারীরা আমাদের আশেপাশেই আছে। তাদের সম্পর্কে সতর্ক থাকুন।
ham,“হজের প্রাক-নিবন্ধন কার্যক্রম চলমান থাকলেও করোনা পরিস্থিতির কারণে হজের নিবন্ধন এখনো শুরু হয়নি। এ বিষয়ে প্রতারণা হতে সতর্ক থাকার জন্য সর্বসাধারণকে অনুরোধ করা হলো’’-ধর্ম বিষয়ক মন্ত্রণালয়
ham,“হজের প্রাক-নিবন্ধন কার্যক্রম চলমান থাকলেও করোনা পরিস্থিতির কারণে হজের নিবন্ধন এখনো শুরু হয়নি। এ বিষয়ে প্রতারণা হতে সতর্ক থাকার জন্য সর্বসাধারণকে অনুরোধ করা হলো”-ধর্ম বিষয়ক মন্ত্রণালয়
ham,ইভিএম এ ভোট দিতে পছন্দের প্রতীকের পাশের সাদা বোতামটি চাপুন ও ভোট নিশ্চিত করতে সবুজ বোতামটি চাপুন - ইসি।
ham,"‘১৪-১৭ ফেব্রুয়ারি ২০২৪ পর্যন্ত শেখ হাসিনা পার্বত্য চট্টগ্রাম ঐতিহ্য সংরক্ষণ ও গবেষণা কেন্দ্র, বেইলি রোড, ঢাকায় পার্বত্য মেলা অনুষ্ঠিত হবে। আপনারা সবাই আমন্ত্রিত। পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়।’"
ham,"আগামী ১৪ফেব্রুয়ারি,২০২৩ তারিখ বঙ্গবন্ধু আন্তর্জাতিক সম্মেলন কেন্দ্রে ‘জাতীয় বস্ত্র দিবস-২০২২’ উদযাপিত হবে।এবারের প্রতিপাদ্য বিষয় ‘দেশীয় বস্ত্র ব্যবহার করি-সোনার বাংলা গড়ে তুলি’-বস্ত্র ও পাট মন্ত্রণালয়।"
ham,"আগামী ১৪ ফেব্রুয়ারি, ২০২৩ তারিখ বঙ্গবন্ধু আন্তর্জাতিক সম্মেলন কেন্দ্রে ‘জাতীয় বস্ত্র দিবস-২০২২’ উদযাপিত হবে। এবারের প্রতিপাদ্য বিষয় ‘দেশীয় বস্ত্র ব্যবহার করি-সোনার বাংলা গড়ে তুলি’ -বস্ত্র ও পাট মন্ত্রণালয়।"
ham,"“বিশ্ব বেতার দিবস ২০২২ উপলক্ষে আপনাকে শুভেচ্ছা। সবাই মিলে বেতার শুনি, বেতারেই আস্থা রাখি”"
ham,"বিশ্ব বেতার দিবস ২০২২ উপলক্ষে আপনাকে শুভেচ্ছা। সবাই মিলে বেতার শুনি, বেতারেই আস্থা রাখি"
